ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,Fout,Fout,Fout,Fout,Fout,Fout,Fout,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
113,zyuRBvnHmfv9H3CFCWaq4n9rth,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,31,2,1,1074,10,5,3,2,5,,1,2,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,4,5,4,9,100,0,3,2,2,2,5,5,1,4,4,4,1,2,4,2,4,4,3,3,2,2,2,2,1,0,1,2,"jennifer connely, puur op looks en uitstraling op beeld.",1,26,1,1,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,3,12-11-2014 21:45,,0,0,https://www.facebook.com/?ref=logo,1,0,0,V9999
115,BUaWV6ypSkZjFbVKG594vQpwSC,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,2,1,5038,1,5,3,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,3,5,4,7,1,0,2,2,2,2,2,5,1,4,5,4,2,2,3,2,4,4,2,4,1,2,1,3,1,1,1,3,Ramon beuk,2,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,3,2,4,5,3,12-11-2014 22:38,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
116,uvTRFHJUuGM88KPRm72wU6wrmb,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,41,1,2,5509,1,5,3,1,1,,2,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,2,4,6,0,0,3,2,2,3,3,4,4,3,1,3,5,1,3,2,4,4,5,2,2,2,2,2,1,1,0,1,Ryan Gosling,4,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,1,12-11-2014 22:41,,0,0,/direct/romeo&julia,1,0,0,V9999
119,xEKCFVG6MAZkBxVfPxATpmcxeZ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,33,1,1,5243,1,5,3,2,1,,1,2,4,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,2,4,4,7,8,0,3,2,2,2,4,5,3,5,5,4,4,4,2,2,5,2,2,4,2,2,2,2,2,0,0,6,?? Niet een specifiek beeld,1,120,1,8,,99999,99999,99999,99999,99999,,99999,,5,3,6,4,5,1,12-11-2014 23:01,,0,0,https://m.facebook.com,1,0,0,V9999
120,E9VfHAKtMB3SmknSGuUaHszT2G,,,,,,,,,,,5,3,3,3,5,3,1,31,2,2,1061,10,5,2,2,1,,1,5,3,0,3,5,1,3,3,4,3,,1,5,1,2,99999,5,4,5,5,3,5,4,7,5,4,4,3,,1,1,2,2,,2,4,5,3,4,47,0,4,3,4,4,2,4,2,2,2,2,2,4,4,4,2,1,3,2,6,5,7,4,4,Lisa Hannigan,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,71,1,8,,4,4,2,2,2,,3,,99999,99999,99999,99999,99999,99999,12-11-2014 23:15,,0,0,https://www.facebook.com/,1,0,0,V9999
127,U3Sp96hGWxnft3Hs7DfWSRrnmG,,,,,,,,,,,1,2,2,2,3,3,2,26,2,2,5025,1,4,2,1,5,,1,6,2,0,1,4,1,2,4,5,5,,2,3,2,2,99999,5,4,5,5,1,5,4,9,5,5,5,3,,2,2,2,6,,1,4,3,4,5,99999,1,5,5,5,3,1,2,1,2,2,2,1,4,4,2,4,2,3,4,1,6,7,5,2,...,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,98,1,1,,1,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 23:52,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=uAQGqIqym&enc=AZMVeueRnvH9kTpIIJZdihJXN1mPlULVTsHx_wKcbEq3tQWTtpQc7-QBoy5AUkhPVT1NmDxG4eG53wuJGpxf5JA5iCIYBU6-L0U8vXx5iWNhRA,1,0,0,V9999
128,qvdytQPspeZSFuGUKfbJWgCYaE,,,,,,,,,,,1,1,1,3,5,3,1,24,2,2,5038,1,5,2,2,5,,1,5,1,0,3,4,3,2,2,6,4,,5,5,2,2,99999,5,4,5,3,3,5,4,8,5,5,5,4,,2,1,2,1,,3,5,5,4,4,3,0,4,3,4,3,1,1,1,1,4,2,2,2,4,3,3,4,3,2,1,5,7,6,1,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,34,3,9,,4,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 23:52,,0,0,https://t.co/UTLz6dAabR,1,0,0,V9999
129,gxxa8KEkTHxxvaEcrk3mKTbpYU,,,,,,,,,,,5,3,3,4,5,2,2,28,2,2,3454,9,5,3,1,1,,1,6,2,0,1,3,2,2,4,7,2,,1,5,2,2,99999,5,4,5,5,1,5,4,9,4,5,5,3,,2,2,2,2,,1,5,5,1,4,8,0,5,5,5,4,1,2,1,1,3,1,2,5,2,3,3,3,2,6,1,5,7,4,2,"Geen idee, ik weet niet hoe een beroemdheid echt is. Dus kan de vraag alleen over uiterlijk beantwoorden",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,100,1,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 0:12,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
130,NXGMSwerqPguT43aqjkGRSkrYJ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,22,2,1,1502,10,5,1,1,5,,1,2,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,3,5,7,3,0,4,2,2,4,3,4,2,5,3,2,4,2,3,2,5,4,4,3,1,1,3,2,2,0,1,6,Daniel radcliffe,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,3,6,4,5,1,13-11-2014 6:04,,0,0,/direct/romeo&julia,1,0,0,V9999
131,EWeE5SNSEjED5XTauDqk5ptbTq,,,,,,,,,,,5,1,3,4,1,3,2,22,2,2,3811,9,5,1,1,5,,1,5,1,0,3,3,2,3,4,6,5,,5,5,1,2,99999,5,4,5,4,1,5,2,8,5,5,4,3,,2,2,2,5,,2,4,2,2,4,1,0,5,4,3,2,1,1,1,1,2,4,2,5,4,1,4,4,3,1,5,2,6,7,2,Brad Pitt ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,3,9,,1,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 6:54,,0,0,/direct/romeo&julia,1,0,0,V9999
132,xCCBX8wvDXsycZFhBCMHH7cMpZ,,,,,,,,,,,1,1,2,4,1,2,2,27,2,1,5038,1,5,2,1,5,,1,6,4,0,1,3,3,3,3,7,7,Vrijwilligerswerk,1,3,1,2,99999,5,5,5,4,1,5,4,7,4,3,4,2,,2,2,2,2,,2,4,4,1,4,7,0,4,4,4,3,2,3,2,3,3,3,2,4,4,1,5,4,3,6,7,5,2,1,3,Brad Pitt ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,63,1,1,,1,2,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 7:31,,0,0,http://m.facebook.com,1,0,0,V9999
135,HxnJKZ8pB6Ckr33q7UBn8zwK26,,,,,,,,,,,1,1,3,4,5,1,1,23,1,1,5482,1,3,2,1,1,,1,5,3,0,3,4,4,4,4,1,2,,2,3,4,2,99999,5,4,4,4,1,4,3,9,5,5,5,2,,1,2,2,2,,2,2,5,2,3,6,0,4,3,4,2,1,2,2,2,2,2,2,3,3,3,3,6,5,7,2,3,4,1,6,Zei zelf ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,4,8,,4,4,2,2,2,,2,,99999,99999,99999,99999,99999,99999,13-11-2014 9:03,,0,0,/direct/romeo&julia,1,0,0,V9999
136,Kq2c5HDX58hXHQs2h8m4TQ63PU,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,5141,1,5,1,1,5,,1,2,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,3,3,7,13,0,4,2,2,3,2,4,4,5,5,4,3,2,4,2,5,3,3,3,2,2,1,2,2,0,1,4,Kate Upton,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,2,3,3,1,3,13-11-2014 10:46,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=OAQG8kfwN&enc=AZP_XXxj2wFdE21EUITLg6tcAr8mKddd2EmzfmMdd4vazCNmdMVllkRQ9IhansX9YbtMGfdABmttdGjD9jgMA6YmX_Z0XFBLBDf_AyZf1WiOTmhpFzj-lw4MGvPmTAUSznH_GCAIw,1,0,0,V9999
137,uGMkyjqu3dT3s2ZvGmtTex686b,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,25,1,1,1541,10,3,2,1,5,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,2,2,7,3,0,3,2,2,1,3,4,4,3,3,4,4,2,4,2,4,4,2,2,0,2,3,3,2,0,0,3,Clarke gable ,4,8,4,8,,99999,99999,99999,99999,99999,,99999,,1,3,6,4,5,1,13-11-2014 11:05,,0,0,/direct/romeo&julia,1,0,0,V9999
139,5zSDYvKP7fxc4ty688hM8KXu59,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,2,2,5141,1,5,1,2,5,,3,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,1,2,3,4,5,6,0,1,1,2,2,4,5,2,5,4,3,2,2,4,2,4,3,2,3,1,2,3,2,0,0,2,1,Nicolette Kluiver,2,78,1,8,,99999,99999,99999,99999,99999,,99999,,5,6,3,2,5,5,13-11-2014 11:08,,0,0,/direct/romeo&julia,1,0,0,V9999
140,H6VC8FCAVTMVf8U4ePhKG4nxck,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,5141,1,4,1,1,5,,1,2,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,4,4,5,9,99999,1,4,2,2,4,1,1,1,5,4,2,3,2,2,2,4,3,4,1,1,3,2,2,1,0,1,3,Donald Duck ,4,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,2,1,4,5,3,13-11-2014 11:08,,0,0,https://m.facebook.com,1,0,0,V9999
141,Nhe23pANznjqGuNRnXedQwQRvu,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,5143,1,3,1,1,1,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,2,2,4,9,3,0,2,2,2,3,3,5,4,4,3,4,2,3,4,2,4,4,4,2,1,1,2,3,1,1,1,6,Geen idee.,1,4,4,2,,99999,99999,99999,99999,99999,,99999,,1,2,1,1,2,1,13-11-2014 11:12,,0,0,https://www.facebook.com/,1,0,0,V9999
142,K7Aeh5Arf4n5r5DTy4Uj3mHEUh,,,,,,,,,,,1,6,2,4,5,3,2,21,2,2,3522,9,4,1,1,5,,1,5,1,0,3,4,3,2,5,5,5,,3,5,3,2,99999,5,5,5,5,1,5,1,8,4,5,4,4,,2,2,2,1,,2,5,5,3,4,1,0,5,5,5,2,1,2,1,3,2,4,2,4,4,1,5,5,4,6,7,2,1,3,3,-,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,18,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 11:14,,0,0,http://m.facebook.com,1,0,0,V9999
146,xETGXWUEsBQckr3y5mAgj3XfaP,,,,,,,,,,,1,6,1,4,5,1,1,22,2,2,5141,1,4,1,1,5,,1,5,3,0,3,3,3,4,2,5,5,,2,4,1,2,99999,5,4,5,5,3,5,2,8,5,5,5,3,,2,2,2,2,,2,5,4,2,5,6,0,4,3,4,5,2,1,1,1,1,1,2,4,4,2,2,3,4,2,1,5,6,7,1,Ik heb geen ideaal beeld in een beroemdheid,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,33,2,10,afstand,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 11:39,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=AAQE3xAUj&enc=AZNeD-_Oi-Fgxu1gOJl_2V472S2KS2Bc-vDsmJjFVw2SN3sMbkr92FHplWj0CIhul982RCJtMbMDirVra01D74x1EWvQ2A30to7FSHZygxZOoSLKYdOpiruJg_87FS1jItHKJnSHQ,1,0,0,V9999
147,HuzPxZwuFzrEC2jNFuyuty3JD4,,,,,,,,,,,5,6,2,4,5,1,2,22,2,2,5142,1,5,1,1,5,,1,6,2,0,1,2,3,4,2,5,7,hobby,1,3,2,2,99999,1,2,1,1,4,1,2,8,2,2,3,4,,2,2,2,2,,2,2,3,2,4,4,0,5,4,4,4,1,2,2,1,1,2,2,4,4,2,2,4,5,2,1,6,7,3,3,Channing Tatum,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,4,8,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 11:42,,0,0,http://m.facebook.com/,1,0,0,V9999
150,JnCdDUDFPsvWPBrPdS5J9cjSpx,,,,,,,,,,,1,3,1,2,1,1,1,23,1,1,5482,1,3,1,1,5,,1,5,4,0,3,4,4,5,4,6,5,,2,4,1,2,99999,5,4,4,3,1,4,1,7,4,2,5,3,,2,1,2,2,,2,4,1,5,5,17,0,5,4,4,3,1,1,1,1,1,2,2,5,3,2,2,6,7,3,5,4,2,1,3,Ariana grande,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,4,8,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 12:46,,0,0,/direct/romeo&julia,1,0,0,V9999
152,2qH4rx2wQpSFVdubFPA3vFuwkg,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,1,1,5481,1,5,1,1,1,,1,2,6,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,5,3,5,8,8,0,3,2,2,3,3,3,4,3,5,3,5,3,5,1,5,3,2,5,2,2,2,2,2,0,0,3,Yolanthe,1,11,1,8,,99999,99999,99999,99999,99999,,99999,,1,3,1,2,1,1,13-11-2014 12:49,,0,0,/direct/romeo&julia,1,0,0,V9999
155,TyZ3uaTSqwwEq9VFxbThx9QSTR,,,,,,,,,,,5,6,6,4,5,2,2,19,2,1,3552,9,4,1,1,1,,1,5,1,0,3,2,2,1,5,5,5,,5,4,1,2,99999,5,5,5,5,1,5,1,8,4,5,5,3,,2,2,2,2,,1,4,4,3,2,2,0,5,4,5,2,1,1,1,1,2,4,1,5,4,1,5,4,3,2,1,6,7,5,3,Harry Styles,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,3,9,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 12:55,,0,0,https://www.facebook.com/,1,0,0,V9999
157,C29yytMG7CskQcNJdeFyQEkwPJ,,,,,,,,,,,1,3,3,1,2,2,2,21,2,2,5014,1,5,1,1,6,katholiek vanuit vroeger maar niet gelovig,1,5,1,0,3,3,3,3,3,7,2,,1,5,1,2,99999,5,4,5,4,3,5,3,8,4,5,5,3,,2,2,2,1,,1,3,2,1,4,1,0,5,4,4,3,1,3,1,1,3,3,2,4,2,2,2,3,4,2,7,6,5,1,3,geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,54,3,9,,2,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 13:01,,0,0,https://www.facebook.com/,1,0,0,V9999
158,hmKzvbrmUfbynDV8CECEyKbCeN,,,,,,,,,,,5,6,6,4,5,5,2,26,2,1,5223,1,5,2,1,5,,1,6,1,0,1,4,2,4,1,7,7,Carnaval,1,5,3,2,99999,5,4,5,5,1,5,3,9,5,5,5,5,Carnaval,2,2,2,1,,3,5,5,4,5,12,0,5,4,5,4,1,2,1,2,2,4,2,4,4,2,4,5,4,7,6,1,2,3,3,Geen...,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,65,3,9,,4,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 13:03,,0,0,https://www.facebook.com/,1,0,0,V9999
160,2vQzrQTvtf8BSTnht9FnBcD6BC,,,,,,,,,,,1,1,1,3,1,1,1,21,1,1,5481,1,5,1,1,1,,1,4,2,0,3,2,1,1,5,2,2,,1,3,1,2,99999,5,3,4,4,1,5,2,8,4,5,4,2,,2,2,2,2,,2,2,5,4,4,3,0,5,3,3,1,2,1,1,2,2,4,1,1,5,4,2,4,3,2,1,5,7,6,3,Gigi Ravelli,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,4,1,1,,3,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 13:05,,0,0,/direct/romeo&julia,1,0,0,V9999
166,hqdFCxjxbDjTYYwWHB3TdnRTBw,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,29,2,2,5025,1,4,1,2,5,,1,1,6,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,2,5,4,6,11,0,1,1,2,2,4,5,2,4,5,2,2,2,4,2,4,4,2,5,2,1,1,3,1,1,1,4,"Ik vind dat je daar niks over kan zeggen. Qua uiterlijk: misschien? Maar qua innerlijk, dat nodig is voor een ideale partner? Waarom denken we toch te weten hoe 'een beroemdheid' werkelijk als persoon is? Alsof de bladen daar ware info over geven.",1,60,1,8,,99999,99999,99999,99999,99999,,99999,,1,3,2,4,3,3,13-11-2014 13:49,,0,0,http://hzt.nl/romeoenjulia,1,0,0,V9999
167,ngPV63xgJzuPcUCfbjb2gVEp8n,,,,,,,,,,,2,4,2,2,2,3,2,34,2,1,1112,10,5,2,1,5,,1,5,7,0,2,2,3,3,4,6,2,,2,5,2,2,99999,3,3,3,4,2,4,4,8,4,4,4,3,,2,1,2,1,,2,4,3,3,3,99999,1,5,4,4,3,4,4,4,4,2,2,2,2,4,2,4,4,2,6,1,5,7,3,4,Christian Bale,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,2,7,,2,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 13:54,,0,0,/direct/romeo&julia,1,0,0,V9999
169,QVzXMPftam8vv876Uuwg3zH2fY,,,,,,,,,,,1,6,6,4,5,1,2,21,2,1,5037,1,4,1,2,5,,3,5,1,0,1,2,1,2,4,5,5,,1,3,1,2,99999,5,5,5,4,1,5,4,8,2,5,4,3,,2,2,2,2,,1,4,5,3,5,1,0,4,4,4,2,1,4,1,1,3,4,2,3,4,3,3,3,4,2,1,5,7,6,1,Ik heb geen beroemdheid die erbij in de buurt komt. Ik heb namelijk ook geen beeld van een ideale partner in mijn hoofd.,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,3,9,,1,4,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 14:16,,0,0,http://hzt.nl/romeoenjulia,1,0,0,V9999
170,sqBXKfHNHGHCK2HJwX7tAewrrX,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,1,1,5481,1,5,1,1,1,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,3,3,8,2,0,2,2,2,2,3,3,4,4,4,2,2,2,2,2,5,1,5,1,1,2,3,2,1,0,1,7,ChAntal Jansen ,2,10,4,1,,99999,99999,99999,99999,99999,,99999,,1,1,1,2,1,3,13-11-2014 14:57,,0,0,/direct/romeo&julia,1,0,0,V9999
